epoch,learning_rate,loss,val_loss
0,0.0003000000142492354,52848.89453125,14.575885772705078
1,0.0003000000142492354,249.20350646972656,21.934736251831055
2,0.0003000000142492354,133.324462890625,20.34524917602539
3,0.0003000000142492354,121.65910339355469,56.38916015625
4,0.0001500000071246177,23.86444854736328,6.486679553985596
5,0.0001500000071246177,30.73145866394043,4590.13916015625
6,0.0001500000071246177,38.64408874511719,13.366244316101074
7,0.0001500000071246177,27.727123260498047,13.49241828918457
8,7.500000356230885e-05,13.029787063598633,12.51988410949707
9,7.500000356230885e-05,11.35242748260498,1.8717726469039917
