epoch,learning_rate,loss,val_loss
0,0.0003000000142492354,0.533191442489624,2.473660469055176
1,0.0003000000142492354,0.11809137463569641,6.320178031921387
2,0.0003000000142492354,1.6678063869476318,5.663156032562256
3,0.0003000000142492354,1.151509404182434,3.3735485076904297
4,0.0003000000142492354,0.8719704747200012,0.911972165107727
5,0.0003000000142492354,0.45308223366737366,15.580204963684082
6,0.0003000000142492354,0.40774327516555786,3.863102674484253
7,0.0003000000142492354,0.987504780292511,7.19303560256958
8,0.0003000000142492354,0.9286466240882874,12.461495399475098
9,0.0003000000142492354,1.2341159582138062,6.325223922729492
10,0.0001500000071246177,0.8661726117134094,5.41859769821167
